id,carat,cut,color,clarity,depth,table,x,y,z
9949,0.9,Fair,I,SI2,67.7,61.0,6.04,5.86,4.03
9950,0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39
9951,1.11,Good,I,VS2,63.6,58.0,6.52,6.57,4.16
9952,0.56,Ideal,F,VS2,62.3,55.0,5.28,5.32,3.3
9953,1.0,Fair,F,SI2,65.1,60.0,6.19,6.1,4.0
9954,0.51,Ideal,F,VS2,60.6,57.0,5.17,5.2,3.14
9955,0.23,Very Good,E,VS2,62.5,59.0,3.91,3.96,2.46
9956,1.5,Fair,G,SI1,64.5,57.0,7.15,7.09,4.59
9957,1.2,Premium,H,VS2,62.5,58.0,6.77,6.73,4.23
9958,0.53,Good,J,VS2,63.3,56.0,5.12,5.18,3.26
9959,0.92,Fair,H,SI2,64.5,60.0,6.06,6.01,3.89
9960,0.58,Ideal,G,IF,60.9,57.0,5.39,5.46,3.3
9961,1.57,Premium,H,VS1,59.8,60.0,7.63,7.56,4.54
9962,1.18,Ideal,G,VS1,61.3,56.0,6.81,6.83,4.17
9963,0.9,Premium,E,SI1,60.3,60.0,6.27,6.2,3.76
9964,0.51,Very Good,H,SI1,63.0,57.0,5.11,5.14,3.23
9965,0.85,Ideal,G,SI1,60.4,56.0,6.26,6.17,3.75
9966,0.36,Ideal,F,SI1,61.5,57.0,4.55,4.59,2.81
9967,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69
9968,0.32,Ideal,J,IF,61.0,57.0,4.42,4.46,2.71
9969,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18
9970,0.32,Good,F,SI2,63.5,56.0,4.35,4.37,2.77
9971,0.34,Ideal,H,SI1,61.3,56.0,4.48,4.52,2.76
9972,1.53,Very Good,G,VS1,61.9,57.0,7.39,7.32,4.55
9973,1.19,Ideal,F,VS2,62.0,57.0,6.78,6.76,4.2
9974,0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18
9975,0.41,Very Good,E,SI1,61.5,61.0,4.75,4.78,2.93
9976,0.7,Premium,D,VS1,61.6,61.0,5.66,5.61,3.47
9977,0.56,Ideal,D,VS2,61.4,57.0,5.32,5.36,3.28
9978,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75
9979,0.41,Ideal,G,VS1,60.8,56.0,4.79,4.82,2.92
9980,0.5,Very Good,G,SI2,63.3,57.0,5.03,4.99,3.17
9981,0.5,Ideal,D,SI1,62.9,57.0,5.08,5.06,3.19
9982,0.9,Premium,D,SI1,62.6,58.0,6.15,6.11,3.84
9983,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74
9984,1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42
9985,1.7,Very Good,J,SI1,61.9,59.0,7.59,7.64,4.71
9986,1.32,Ideal,G,VS1,61.4,54.0,7.09,7.13,4.37
9987,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25
9988,0.83,Very Good,F,SI1,63.1,58.0,5.98,5.94,3.76
9989,0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64
9990,1.51,Premium,G,VS1,62.2,58.0,7.35,7.29,4.55
9991,0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29
9992,0.35,Ideal,H,IF,61.7,54.0,4.53,4.55,2.8
9993,1.7,Good,J,VS2,64.0,58.0,7.41,7.47,4.76
9994,1.09,Premium,G,SI2,59.0,58.0,6.78,6.72,3.98
9995,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36
9996,0.4,Premium,G,VVS2,59.7,58.0,4.78,4.8,2.86
9997,0.71,Premium,J,VS2,62.8,61.0,5.71,5.63,3.56
9998,1.03,Ideal,G,VS2,60.3,56.0,6.59,6.55,3.96
9999,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92
10000,1.22,Premium,H,VS2,62.4,58.0,6.84,6.79,4.25
10001,0.5,Premium,F,SI1,59.6,60.0,5.12,5.15,3.06
10002,0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38
10003,0.32,Very Good,E,VS1,61.1,59.8,4.43,4.45,2.71
10004,1.16,Ideal,G,SI2,61.6,55.0,6.8,6.78,4.18
10005,1.78,Premium,H,SI2,61.0,61.0,7.88,7.82,4.79
10006,0.7,Fair,G,I1,62.5,59.0,5.65,5.48,3.48
10007,0.75,Ideal,D,VS1,62.4,56.0,5.79,5.84,3.63
10008,0.9,Premium,F,VS1,59.0,58.0,6.33,6.29,3.72
10009,0.3,Premium,E,VVS1,61.3,59.0,4.28,4.33,2.64
10010,1.63,Premium,G,SI2,62.5,57.0,7.57,7.54,4.72
10011,0.3,Ideal,G,VVS1,61.1,57.0,4.32,4.35,2.65
10012,1.5,Very Good,G,SI2,61.3,63.0,7.28,7.23,4.45
10013,0.9,Fair,H,SI1,65.4,56.0,6.11,6.04,3.97
10014,0.3,Very Good,F,VS2,62.8,55.0,4.27,4.33,2.7
10015,0.32,Very Good,H,VS1,63.0,57.0,4.37,4.39,2.76
10016,0.4,Ideal,E,VVS2,61.7,56.0,4.77,4.73,2.93
10017,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5
10018,0.75,Ideal,D,VS1,62.0,58.0,5.77,5.84,3.6
10019,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15
10020,0.37,Very Good,G,VS1,59.2,61.0,4.63,4.7,2.76
10021,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54
10022,0.34,Premium,H,VS1,60.6,60.0,4.45,4.49,2.71
10023,0.43,Ideal,E,VS2,62.2,57.0,4.84,4.8,3.0
10024,1.51,Good,J,VS2,63.7,59.0,7.12,7.2,4.56
10025,0.5,Fair,F,SI2,65.8,57.0,4.97,4.83,3.23
10026,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43
10027,0.35,Ideal,I,IF,61.8,55.0,4.55,4.57,2.82
10028,0.41,Premium,G,VS2,60.9,58.0,4.83,4.8,2.93
10029,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21
10030,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53
10031,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26
10032,1.2,Very Good,G,SI2,62.1,56.0,6.79,6.87,4.24
10033,1.0,Very Good,D,SI2,64.7,57.0,6.29,6.36,4.09
10034,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05
10035,0.7,Very Good,E,VS1,63.4,56.0,5.6,5.63,3.56
10036,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72
10037,0.26,Ideal,E,VVS2,62.0,56.0,4.1,4.13,2.55
10038,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02
10039,0.7,Ideal,D,SI1,62.5,57.0,5.62,5.59,3.51
10040,1.03,Premium,I,SI1,62.0,58.0,6.43,6.47,4.0
10041,1.2,Ideal,G,VVS2,62.5,54.4,6.75,6.82,4.24
10042,0.9,Good,G,VS2,64.0,59.0,6.04,6.08,3.88
10043,1.02,Ideal,E,SI1,60.5,56.0,6.57,6.53,3.96
10044,1.2,Ideal,I,SI1,62.3,53.0,6.8,6.85,4.25
10045,0.34,Ideal,E,VS2,62.4,56.0,4.45,4.49,2.79
10046,0.3,Premium,G,SI2,62.3,59.0,4.29,4.25,2.66
10047,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1
10048,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6
10049,1.06,Ideal,G,VVS2,61.7,56.0,6.59,6.56,4.06
10050,2.21,Premium,H,I1,62.2,58.0,8.31,8.27,5.16
10051,1.01,Ideal,D,VVS1,62.5,55.0,6.44,6.39,4.01
10052,0.91,Very Good,G,SI2,60.3,59.0,6.23,6.28,3.77
10053,1.61,Ideal,F,SI1,60.9,57.0,7.58,7.51,4.6
10054,0.48,Premium,F,VS2,61.3,60.0,5.01,4.97,3.06
10055,0.41,Ideal,G,IF,61.6,55.0,4.78,4.83,2.96
10056,0.3,Good,G,VVS1,63.4,56.0,4.27,4.31,2.72
10057,1.21,Fair,J,SI1,65.3,60.0,6.6,6.51,4.28
10058,1.39,Very Good,E,VS1,60.9,61.0,7.15,7.19,4.37
10059,1.66,Good,F,I1,62.1,57.7,7.56,7.6,4.71
10060,0.33,Very Good,G,VVS2,61.9,58.0,4.39,4.43,2.73
10061,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94
10062,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92
10063,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76
10064,0.7,Premium,F,SI1,62.5,62.0,5.63,5.57,3.5
10065,1.55,Premium,I,SI2,58.2,59.0,7.73,7.63,4.47
10066,0.3,Premium,F,IF,61.6,58.0,4.32,4.35,2.67
10067,0.71,Premium,F,VS1,61.8,59.0,5.69,5.73,3.53
10068,0.78,Ideal,I,VS1,61.5,57.0,5.88,5.92,3.63
10069,0.32,Ideal,D,VS1,61.4,57.0,4.43,4.4,2.71
10070,0.31,Ideal,H,SI1,61.1,57.0,4.38,4.42,2.69
10071,0.34,Premium,F,VS2,62.6,59.0,4.44,4.48,2.79
10072,0.32,Premium,J,VS2,60.0,61.0,4.49,4.45,2.68
10073,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87
10074,1.05,Very Good,G,VS1,61.8,58.0,6.5,6.55,4.03
10075,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0
10076,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97
10077,1.0,Very Good,D,VS2,59.6,60.0,6.52,6.57,3.9
10078,1.2,Ideal,H,SI1,62.2,56.0,6.8,6.77,4.23
10079,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75
10080,1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27
10081,0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03
10082,0.32,Ideal,E,VS2,62.1,56.0,4.4,4.43,2.74
10083,2.0,Good,D,SI2,63.8,57.0,7.93,7.88,5.04
10084,1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1
10085,0.32,Ideal,G,VVS1,61.3,60.0,4.39,4.42,2.7
10086,0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19
10087,0.42,Ideal,F,SI2,62.1,56.0,4.83,4.8,2.99
10088,1.21,Premium,D,VVS2,61.1,59.0,6.9,6.89,4.21
10089,1.15,Very Good,D,SI2,61.8,61.0,6.62,6.69,4.11
10090,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05
10091,1.01,Premium,H,SI2,60.8,59.0,6.51,6.46,3.94
10092,0.8,Fair,G,SI2,67.1,56.0,5.76,5.73,3.85
10093,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57
10094,1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97
10095,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29
10096,1.12,Ideal,G,VS2,60.9,56.0,6.7,6.74,4.09
10097,1.0,Premium,F,VS2,60.5,59.0,6.57,6.39,3.92
10098,0.81,Ideal,J,SI1,62.0,56.0,6.0,6.03,3.73
10099,0.7,Ideal,D,SI1,62.0,54.0,5.73,5.76,3.56
10100,1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05
10101,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68
10102,0.75,Fair,F,VS2,65.4,58.0,5.63,5.68,3.7
10103,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79
10104,0.75,Very Good,E,SI1,62.4,57.0,5.79,5.85,3.63
10105,0.7,Ideal,E,SI1,62.3,57.0,5.67,5.7,3.54
10106,1.07,Premium,H,VS1,62.5,56.0,6.6,6.52,4.1
10107,1.01,Good,E,SI2,63.3,58.0,6.37,6.39,4.04
10108,0.32,Very Good,D,SI1,62.7,57.0,4.34,4.37,2.73
10109,1.08,Ideal,H,VS2,61.9,54.0,6.61,6.64,4.1
10110,0.34,Ideal,H,VS1,62.5,57.0,4.46,4.43,2.78
10111,0.3,Very Good,G,VS1,62.3,59.0,4.27,4.3,2.67
10112,0.9,Premium,G,SI1,61.0,59.0,6.29,6.17,3.8
10113,0.6,Ideal,D,VS2,60.4,57.0,5.49,5.53,3.33
10114,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7
10115,0.53,Ideal,G,IF,61.8,57.0,5.18,5.22,3.21
10116,0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95
10117,1.26,Ideal,H,VS1,60.9,57.0,6.97,6.99,4.25
10118,0.3,Premium,G,VS2,61.9,58.0,4.3,4.33,2.67
10119,0.38,Very Good,D,VS1,58.2,58.0,4.77,4.81,2.79
10120,0.92,Very Good,D,SI1,60.8,58.0,6.24,6.27,3.8
10121,1.14,Ideal,H,SI1,61.5,55.0,6.72,6.75,4.14
10122,0.53,Ideal,G,SI1,62.1,53.0,5.22,5.27,3.26
10123,0.46,Good,F,VVS1,66.5,55.0,4.77,4.82,3.19
10124,0.51,Premium,F,VS1,61.7,58.0,5.11,5.07,3.14
10125,0.57,Very Good,E,SI1,60.3,57.0,5.34,5.4,3.24
10126,0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77
10127,0.57,Premium,E,IF,59.8,60.0,5.43,5.38,3.23
10128,0.54,Ideal,F,VS2,60.5,56.0,5.27,5.29,3.2
10129,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0
10130,0.56,Ideal,D,VS1,60.4,56.0,5.36,5.33,3.23
10131,0.31,Good,F,SI1,63.1,55.0,4.28,4.34,2.72
10132,0.31,Ideal,F,VS2,61.9,55.0,4.37,4.39,2.71
10133,1.2,Good,G,VS2,64.0,59.0,6.8,6.63,4.3
10134,1.26,Ideal,F,SI1,61.4,56.0,6.99,6.93,4.27
10135,1.07,Ideal,G,SI2,60.8,57.0,6.62,6.6,4.02
10136,0.7,Ideal,I,VS1,61.5,56.0,5.71,5.75,3.52
10137,0.9,Very Good,I,SI1,62.3,58.0,6.12,6.17,3.83
10138,0.54,Ideal,G,VVS2,62.2,55.0,5.22,5.27,3.26
10139,1.01,Very Good,F,VS2,63.1,56.0,6.41,6.37,4.03
10140,1.01,Good,G,SI2,60.8,63.0,6.36,6.4,3.88
10141,1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2
10142,0.3,Premium,D,SI1,62.6,56.0,4.29,4.24,2.67
10143,0.35,Ideal,E,VVS1,62.2,56.0,4.51,4.53,2.81
10144,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8
10145,0.31,Ideal,G,IF,62.1,56.0,4.31,4.34,2.69
10146,1.02,Premium,F,VS1,61.9,59.0,6.44,6.38,3.97
10147,0.42,Premium,G,SI1,62.7,58.0,4.79,4.75,2.99
10148,0.41,Ideal,E,SI2,61.9,57.0,4.76,4.8,2.96
10149,0.57,Premium,G,VS1,60.2,57.0,5.42,5.37,3.25
10150,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79
10151,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84
10152,0.51,Premium,E,VS2,61.9,59.0,5.11,5.06,3.15
10153,1.49,Ideal,F,I1,62.6,54.0,7.31,7.28,4.57
10154,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66
10155,0.41,Ideal,F,SI1,61.8,56.0,4.75,4.79,2.95
10156,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93
10157,1.53,Ideal,H,VVS2,61.9,57.0,7.39,7.35,4.56
10158,0.7,Very Good,I,VVS2,63.4,59.0,5.6,5.57,3.54
10159,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94
10160,1.28,Premium,E,VS1,60.8,60.0,7.03,6.98,4.26
10161,1.73,Premium,J,SI1,60.7,58.0,7.73,7.78,4.71
10162,0.7,Very Good,H,VS1,62.3,57.0,5.68,5.72,3.55
10163,0.91,Good,G,VS1,63.2,58.0,6.07,6.15,3.86
10164,1.04,Premium,H,VS2,60.4,59.0,6.51,6.66,3.98
10165,0.31,Ideal,F,VS2,62.6,57.0,4.33,4.27,2.69
10166,1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94
10167,0.72,Very Good,E,SI1,58.9,58.0,5.88,5.91,3.47
10168,0.71,Premium,J,SI1,61.0,61.0,5.71,5.66,3.47
10169,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18
10170,0.33,Ideal,H,IF,61.6,55.0,4.44,4.47,2.74
10171,0.92,Good,I,VS2,59.6,61.0,6.28,6.34,3.76
10172,0.6,Ideal,F,VVS2,60.9,57.0,5.45,5.48,3.33
10173,0.7,Very Good,G,SI1,62.2,58.0,5.63,5.66,3.51
10174,0.32,Premium,H,VVS2,62.3,58.0,4.37,4.33,2.71
10175,0.4,Ideal,E,VVS1,60.6,56.0,4.77,4.8,2.9
10176,0.42,Ideal,H,SI2,62.0,54.0,4.83,4.85,3.0
10177,0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36
10178,0.91,Ideal,H,VS1,60.8,58.0,6.27,6.32,3.83
10179,0.41,Ideal,F,VS2,62.6,57.0,4.79,4.76,2.99
10180,1.19,Premium,G,SI2,58.9,60.0,7.0,6.92,4.09
10181,2.13,Premium,F,SI2,62.4,58.0,8.22,8.16,5.11
10182,1.72,Premium,H,VS2,61.3,59.0,7.72,7.69,4.72
10183,1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29
10184,0.7,Good,G,VS2,64.3,56.0,5.51,5.58,3.57
10185,0.39,Good,D,VVS2,63.6,60.2,4.58,4.62,2.93
10186,0.4,Premium,I,VVS1,60.8,58.0,4.78,4.76,2.9
10187,0.39,Very Good,G,SI1,58.9,61.0,4.74,4.76,2.8
10188,0.55,Ideal,G,VS1,61.5,56.7,5.25,5.28,3.24
10189,1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99
10190,1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58
10191,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72
10192,0.52,Ideal,D,VVS1,62.0,57.0,5.17,5.15,3.2
10193,0.31,Premium,D,SI1,61.4,58.0,4.33,4.36,2.67
10194,0.38,Ideal,G,SI1,61.9,56.0,4.64,4.67,2.88
10195,0.9,Premium,I,VS2,63.0,58.0,6.16,6.12,3.87
10196,1.01,Premium,H,VS2,61.6,59.0,6.41,6.39,3.94
10197,0.25,Very Good,E,VVS2,60.9,59.0,4.03,4.11,2.48
10198,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17
10199,1.01,Very Good,D,VS1,63.1,59.0,6.37,6.34,4.01
10200,1.6,Premium,G,SI1,62.2,58.0,7.5,7.44,4.65
10201,1.01,Premium,G,SI1,61.0,58.0,6.53,6.49,3.97
10202,1.03,Ideal,G,VS1,63.0,56.0,6.46,6.43,4.06
10203,0.3,Ideal,H,VS2,61.7,57.0,4.28,4.32,2.65
10204,0.71,Very Good,E,SI1,63.0,58.0,5.68,5.72,3.59
10205,0.54,Good,F,SI1,63.3,56.0,5.21,5.24,3.31
10206,0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65
10207,1.51,Ideal,E,SI1,62.2,56.0,7.31,7.36,4.56
10208,1.7,Premium,H,VS2,62.8,58.0,7.57,7.52,4.74
10209,0.3,Ideal,I,VS2,62.6,56.0,4.29,4.31,2.69
10210,0.32,Ideal,D,VVS1,61.3,57.0,4.42,4.39,2.7
10211,0.46,Very Good,D,VS2,63.4,59.0,4.88,4.83,3.08
10212,0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71
10213,1.56,Premium,I,VS1,61.7,59.0,7.46,7.41,4.59
10214,0.87,Fair,I,VS2,57.3,59.0,6.29,6.44,3.65
10215,0.57,Ideal,G,VS2,61.8,57.0,5.3,5.32,3.28
10216,1.21,Ideal,F,VS2,61.5,54.0,6.88,6.89,4.24
10217,0.5,Ideal,D,VS1,61.1,56.0,5.12,5.23,3.16
10218,1.03,Ideal,H,I1,61.5,57.0,6.52,6.48,4.0
10219,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04
10220,0.41,Ideal,F,VS1,62.5,57.0,4.76,4.75,2.97
10221,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16
10222,0.3,Good,F,VVS1,63.7,59.0,4.24,4.17,2.68
10223,0.49,Good,F,VS1,59.2,60.9,5.08,5.18,3.04
10224,0.52,Ideal,F,VVS2,60.9,56.0,5.19,5.23,3.17
10225,0.72,Ideal,G,SI1,62.0,56.0,5.75,5.71,3.55
10226,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13
10227,0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7
10228,0.27,Very Good,F,VVS2,60.1,58.0,4.17,4.22,2.52
10229,0.33,Ideal,E,VS2,61.9,55.0,4.46,4.49,2.77
10230,1.44,Premium,G,VS2,59.5,61.0,7.38,7.3,4.37
10231,0.7,Premium,E,VS1,60.8,60.0,5.74,5.71,3.48
10232,0.34,Good,F,VS1,60.6,63.0,4.46,4.59,2.74
10233,1.11,Very Good,J,SI1,62.0,58.0,6.57,6.62,4.09
10234,1.08,Ideal,G,VS2,62.5,57.0,6.56,6.6,4.11
10235,0.33,Ideal,D,VVS2,61.1,56.0,4.46,4.44,2.72
10236,0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62
10237,1.57,Ideal,H,SI1,62.4,56.0,7.42,7.45,4.64
10238,1.0,Very Good,F,VS2,62.1,58.0,6.36,6.45,3.96
10239,1.01,Premium,G,SI1,59.9,56.0,6.6,6.45,3.91
10240,0.3,Ideal,E,SI1,61.4,56.0,4.36,4.33,2.67
10241,1.51,Very Good,G,SI1,63.3,60.0,7.2,7.24,4.57
10242,0.72,Very Good,E,SI1,61.6,58.0,5.74,5.78,3.55
10243,0.42,Very Good,E,SI1,62.8,59.0,4.74,4.78,2.99
10244,1.01,Premium,H,SI1,61.8,60.0,6.48,6.43,3.99
10245,0.7,Fair,H,SI1,65.2,58.0,5.49,5.55,3.6
10246,0.31,Premium,J,VS2,62.4,60.0,4.33,4.29,2.69
10247,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25
10248,1.53,Premium,F,VS1,60.3,58.0,7.51,7.48,4.52
10249,2.07,Premium,H,SI1,62.7,58.0,8.14,8.09,5.09
10250,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02
10251,0.4,Very Good,D,SI1,62.5,61.0,4.66,4.69,2.92
10252,1.07,Premium,G,VS2,62.5,57.0,6.58,6.5,4.09
10253,0.77,Very Good,G,SI1,58.4,63.0,5.95,6.03,3.5
10254,0.55,Premium,F,VS2,62.2,58.0,5.22,5.26,3.26
10255,0.3,Ideal,H,VS2,62.1,57.0,4.27,4.3,2.66
10256,0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23
10257,0.71,Ideal,H,SI1,62.1,57.0,5.68,5.73,3.54
10258,0.75,Premium,D,SI2,60.3,61.0,5.88,5.86,3.54
10259,1.21,Premium,H,VS1,61.9,60.0,6.88,6.78,4.23
10260,0.97,Ideal,F,I1,60.7,56.0,6.41,6.43,3.9
10261,0.74,Ideal,G,SI1,60.6,55.0,5.87,5.93,3.57
10262,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34
10263,0.31,Ideal,I,IF,62.0,54.0,4.38,4.4,2.72
10264,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19
10265,0.36,Ideal,G,VVS2,62.3,56.0,4.56,4.53,2.83
10266,0.71,Ideal,I,SI1,61.6,55.0,5.72,5.74,3.53
10267,0.23,Very Good,E,VS2,62.4,60.0,3.9,3.92,2.44
10268,0.43,Premium,D,SI1,61.2,58.0,4.83,4.87,2.97
10269,0.51,Good,E,VVS2,63.4,64.0,5.03,5.07,3.2
10270,1.26,Very Good,H,SI1,62.1,57.0,6.88,6.94,4.29
10271,0.9,Good,F,SI1,64.7,54.0,6.04,6.08,3.92
10272,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6
10273,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35
10274,0.4,Ideal,E,VS1,61.2,55.0,4.79,4.76,2.92
10275,1.01,Ideal,G,VS1,62.4,56.0,6.37,6.42,3.99
10276,0.23,Very Good,E,VVS2,60.6,60.0,3.93,3.99,2.4
10277,0.53,Ideal,E,VS2,62.5,57.0,5.18,5.16,3.23
10278,1.04,Ideal,J,VS2,61.3,54.0,6.53,6.55,4.01
10279,0.35,Premium,G,IF,60.6,60.0,4.54,4.57,2.76
10280,1.66,Premium,J,VVS2,62.6,59.0,7.58,7.54,4.73
10281,1.23,Very Good,G,VVS1,61.3,57.0,6.88,6.96,4.24
10282,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97
10283,0.76,Ideal,F,SI2,61.5,55.0,5.87,5.9,3.62
10284,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17
10285,0.36,Ideal,H,SI1,61.5,57.0,4.6,4.57,2.82
10286,0.26,Ideal,H,VS1,62.1,56.0,4.13,4.15,2.56
10287,0.57,Good,F,VS1,58.3,61.0,5.49,5.54,3.21
10288,1.46,Ideal,H,SI1,62.4,55.0,7.26,7.22,4.52
10289,1.2,Premium,G,VS2,61.6,59.0,6.85,6.81,4.21
10290,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85
10291,0.43,Premium,H,SI1,59.0,58.0,4.96,4.93,2.92
10292,0.32,Very Good,E,SI1,61.6,56.0,4.39,4.41,2.71
10293,0.42,Ideal,E,VS2,62.4,55.0,4.8,4.79,2.99
10294,0.41,Ideal,H,VVS1,62.7,54.0,4.78,4.79,3.0
10295,1.3,Ideal,D,SI1,62.2,56.0,6.98,6.94,4.33
10296,1.71,Ideal,G,VVS2,62.1,55.0,7.66,7.63,4.75
10297,1.01,Ideal,G,VS2,62.4,56.0,6.41,6.37,3.99
10298,0.31,Premium,H,VS1,59.7,58.0,4.41,4.43,2.64
10299,1.2,Ideal,G,SI2,62.2,56.0,6.84,6.74,4.22
10300,0.7,Ideal,D,SI1,61.6,57.0,5.69,5.74,3.52
10301,1.24,Very Good,F,VS2,59.6,59.0,7.0,7.07,4.19
10302,0.4,Ideal,I,VVS1,60.5,57.0,4.79,4.76,2.89
10303,0.24,Very Good,F,VS2,61.4,58.0,3.99,4.05,2.47
10304,0.52,Ideal,D,VS1,60.4,56.0,5.24,5.26,3.17
10305,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09
10306,1.28,Premium,G,VS2,61.4,58.0,7.0,6.92,4.27
10307,0.9,Premium,E,VS1,60.1,56.0,6.38,6.3,3.81
10308,0.52,Ideal,E,VS2,61.8,55.0,5.19,5.17,3.2
10309,1.26,Ideal,J,SI2,62.5,53.0,6.86,6.9,4.3
10310,0.34,Very Good,I,VVS1,61.9,58.0,4.43,4.52,2.77
10311,1.06,Very Good,F,SI2,62.6,60.0,6.54,6.44,4.06
10312,0.43,Ideal,I,VS2,62.1,57.0,4.83,4.86,3.01
10313,1.27,Ideal,E,SI2,60.2,57.0,7.09,7.14,4.28
10314,1.51,Ideal,F,VS1,62.5,57.0,7.33,7.3,4.57
10315,1.62,Ideal,H,VS2,61.5,61.0,7.53,7.48,4.62
10316,0.37,Very Good,G,VS1,58.3,62.0,4.72,4.75,2.76
10317,0.57,Ideal,G,VS1,62.2,54.0,5.31,5.33,3.31
10318,1.52,Premium,D,SI1,60.2,58.0,7.49,7.46,4.5
10319,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14
